Time [s],X [g],Y [g],Z [g]
186.6215017,0.03292389,0.01832256,1.015851
186.6226989,0.03477697,0.02205578,1.014754
186.623896,0.03667823,0.0175523,1.016756
186.6250932,0.0345539,0.01755276,1.019247
186.6262903,0.03779991,0.01648836,1.016752
186.6274875,0.0355011,0.01808179,1.022632
186.6286846,0.0341983,0.01070292,1.015492
186.6298818,0.03712706,0.01174267,1.020284
186.6310789,0.03955839,0.01742413,1.017668
186.6322761,0.04096321,0.01868703,1.013703
186.6334732,0.038139,0.007225053,1.012055
186.6346704,0.03862837,0.0153013,1.022128
186.6358675,0.03855638,0.01523727,1.018713
186.6370647,0.03622742,0.01123479,1.017875
186.6382618,0.04115814,0.01995898,1.02246
186.639459,0.04128208,0.01609323,1.014726
186.6406561,0.03528285,0.01180566,1.014955
186.6418533,0.03300166,0.01118677,1.019415
186.6430504,0.04063221,0.01247049,1.019699
186.6442476,0.03269532,0.0142502,1.009106
186.6454447,0.03764359,0.01471497,1.015328
186.6466419,0.03228823,0.01244693,1.017453
186.647839,0.03860521,0.01636391,1.020153
186.6490362,0.03584148,0.01706348,1.014832
186.6502333,0.03872068,0.0147137,1.013837
186.6514305,0.02787182,0.01450925,1.016537
186.6526276,0.03924789,0.01773579,1.011321
186.6538248,0.03509125,0.01718208,1.010453
186.6550219,0.03891125,0.01646725,1.013796
186.6562191,0.0324542,0.01416292,1.01546
186.6574162,0.04029315,0.01832968,1.018119
186.6586134,0.03792753,0.01540714,1.01677
186.6598105,0.03059151,0.0119946,1.007737
186.6610077,0.03599031,0.01875822,1.011863
186.6622048,0.02773963,0.01053768,1.014669
186.663402,0.03767681,0.01915431,1.018651
186.6645991,0.03817187,0.01609027,1.017727
186.6657963,0.0417583,0.02074824,1.017057
186.6669934,0.04025165,0.01493157,1.011843
186.6681906,0.0364189,0.0234224,1.015174
186.6693877,0.03379309,0.01866226,1.009964
186.6705849,0.03358393,0.02022467,1.011889
186.671782,0.03185882,0.01818847,1.010507
186.6729792,0.03380448,0.02089313,1.012358
186.6741763,0.03559901,0.02408466,1.017132
186.6753735,0.03457498,0.01743362,1.013389
186.6765706,0.0370512,0.01933968,1.018173
186.6777678,0.0276968,0.01713382,1.017462
186.6789649,0.03906235,0.02369064,1.015106
186.6801621,0.03303959,0.01715893,1.012454
186.6813592,0.0309688,0.01274701,1.012594
186.6825564,0.03802908,0.02148612,1.015176
186.6837535,0.03524275,0.01388261,1.009541
186.6849507,0.03617061,0.01885464,1.016739
186.6861478,0.03284862,0.0176106,1.013425
186.687345,0.03597924,0.01867761,1.008447
186.6885421,0.03356517,0.01633854,1.014411
186.6897393,0.03322307,0.02335416,1.016226
186.6909364,0.02936799,0.012394,1.008245
186.6921336,0.03843405,0.02612177,1.017511
186.6933307,0.03218441,0.01667646,1.011507
186.6945279,0.03284455,0.01981701,1.014844
186.695725,0.03742274,0.01835584,1.012814
186.6969222,0.03378484,0.01587782,1.013439
186.6981193,0.03700631,0.01924738,1.014269
186.6993165,0.04063301,0.02505836,1.016505
186.7005136,0.03660742,0.0228669,1.010298
186.7017108,0.037557,0.02117323,1.011775
186.7029079,0.03997826,0.02636685,1.017469
186.7041051,0.02899951,0.02046906,1.009062
186.7053022,0.03602615,0.01595989,1.015337
186.7064994,0.03467624,0.01856629,1.016291
186.7076965,0.02994442,0.02322195,1.014841
186.7088937,0.03201148,0.01712097,1.012967
186.7100908,0.03758184,0.02230113,1.013704
186.711288,0.03201891,0.01490535,1.011059
186.7124851,0.03426303,0.01500665,1.013446
186.7136823,0.03744277,0.01834734,1.012813
186.7148794,0.03349837,0.01622346,1.010021
186.7160766,0.0366062,0.01790524,1.013818
186.7172737,0.03230353,0.01784868,1.016362
186.7184709,0.02828131,0.0151817,1.018953
186.719668,0.04440832,0.02316601,1.016455
186.7208652,0.03087595,0.01703569,1.010553
186.7220623,0.03602647,0.01927697,1.018198
186.7232595,0.03484802,0.01805853,1.013368
186.7244566,0.03117681,0.01777617,1.014925
186.7256538,0.03787914,0.02412877,1.018541
186.7268509,0.0333778,0.01784764,1.015848
186.7280481,0.03295845,0.01762906,1.016351
186.7292452,0.03411021,0.01436018,1.015416
186.7304424,0.03655471,0.01401263,1.01683
186.7316396,0.03143284,0.01624861,1.014951
186.7328367,0.03258901,0.01410399,1.015456
186.7340339,0.03186411,0.01647627,1.014936
186.735231,0.03417983,0.02206952,1.00793
186.7364282,0.03715282,0.01486359,1.015333
186.7376253,0.03801442,0.01532112,1.015303
186.7388225,0.03510123,0.01047118,1.016449
186.7400196,0.03880081,0.016832,1.013301
186.7412168,0.03943191,0.01437897,1.009919
186.7424139,0.04090068,0.01410641,1.016237
186.7436111,0.03315949,0.01605949,1.014426
186.7448082,0.03582448,0.01750326,1.017751
186.7460054,0.03691671,0.01752304,1.017725
186.7472025,0.03644152,0.01391091,1.01244
186.7483997,0.03814493,0.01098148,1.016855
186.7495968,0.03633835,0.01668082,1.020197
186.750794,0.03886411,0.01577138,1.015274
186.7519911,0.04082935,0.01292324,1.012358
186.7531883,0.03847987,0.01334389,1.014845
186.7543854,0.03881259,0.01794542,1.015231
186.7555826,0.03737774,0.01553656,1.016779
186.7567797,0.0358609,0.01416992,1.015866
186.7579769,0.04047856,0.01275115,1.015787
186.759174,0.0369803,0.01533313,1.018257
186.7603712,0.03709869,0.01815025,1.01722
186.7615683,0.0447211,0.01832872,1.016548
186.7627655,0.03562889,0.01682017,1.018258
186.7639626,0.03807808,0.01536274,1.018719
186.7651598,0.04030112,0.01432998,1.019176
186.7663569,0.03429144,0.0138548,1.013957
186.7675541,0.03622097,0.01654433,1.01532
186.7687512,0.03631514,0.01328254,1.015874
186.7699484,0.04039737,0.01488574,1.014768
186.7711455,0.030619,0.01690422,1.018862
186.7723427,0.03543841,0.01391323,1.01637
186.7735398,0.03471652,0.01517543,1.014896
186.774737,0.03639986,0.01716883,1.014327
186.7759341,0.03930965,0.0170818,1.017189
186.7771313,0.03878178,0.02122037,1.017604
186.7783284,0.04031922,0.02037578,1.017097
186.7795256,0.0338543,0.01134992,1.011089
186.7807227,0.03142973,0.01505881,1.013999
186.7819199,0.03239175,0.02054228,1.014351
186.783117,0.0345939,0.01838519,1.012879
186.7843142,0.03702903,0.01691669,1.012852
186.7855113,0.03649875,0.02106027,1.013267
186.7867085,0.0385982,0.01721149,1.014762
186.7879056,0.03531333,0.01488788,1.011958
186.7891028,0.0317743,0.01854592,1.013919
186.7902999,0.03443193,0.01886992,1.015802
186.7914971,0.03465278,0.01508331,1.01197
186.7926942,0.03824356,0.0197569,1.011788
186.7938914,0.03220045,0.0127012,1.016471
186.7950885,0.03741242,0.01325879,1.015848
186.7962857,0.03558876,0.01671035,1.016308
186.7974828,0.03238376,0.02163031,1.015305
186.79868,0.03545915,0.01770964,1.011896
186.7998771,0.03603609,0.01360648,1.013432
186.8010743,0.03813446,0.01803797,1.014268
186.8022714,0.03472649,0.02006627,1.010888
186.8034686,0.03910776,0.02018977,1.011759
186.8046657,0.03733193,0.01651269,1.015783
186.8058629,0.03417613,0.01812576,1.013382
186.80706,0.03556592,0.01938246,1.00893
186.8082572,0.03136209,0.01717956,1.013468
186.8094543,0.03437624,0.01878364,1.013364
186.8106515,0.03397445,0.02192311,1.018191
186.8118486,0.03493562,0.01577734,1.015366
186.8130458,0.03863651,0.01718911,1.016226
186.8142429,0.03414392,0.02031012,1.014314
186.8154401,0.03825467,0.02195143,1.014672
186.8166372,0.03577261,0.01620371,1.014361
186.8178344,0.04008055,0.01960068,1.015166
186.8190315,0.04200398,0.02117743,1.015088
186.8202287,0.03548445,0.01496047,1.018787
186.8214258,0.0347167,0.01841369,1.017758
186.822623,0.03304452,0.02247901,1.016249
186.8238201,0.03686599,0.01954984,1.017684
186.8250173,0.040497,0.02362982,1.009703
186.8262144,0.03752159,0.01711322,1.015277
186.8274116,0.03117491,0.01870739,1.01637
186.8286087,0.03545738,0.02097984,1.015246
186.8298059,0.03995387,0.01674255,1.016204
186.831003,0.03841652,0.0198175,1.019107
186.8322002,0.0391247,0.02348707,1.016085
186.8333973,0.03648191,0.01376701,1.013906
186.8345945,0.04115807,0.02180711,1.017048
186.8357916,0.0396824,0.01935866,1.016645
186.8369888,0.0341428,0.01642326,1.019277
186.8381859,0.03476929,0.02002329,1.012841
186.8393831,0.03354794,0.01715692,1.013417
186.8405802,0.03640049,0.01702152,1.013841
186.8417774,0.03982682,0.02328967,1.017537
186.8429745,0.03719193,0.02075298,1.014234
186.8441717,0.03683047,0.01835288,1.01478
186.8453688,0.03400646,0.01739752,1.014377
186.846566,0.0350001,0.0179599,1.019713
186.8477631,0.03400159,0.0196123,1.016285
186.8489603,0.03501301,0.01349996,1.01541
186.8501574,0.03905975,0.01731472,1.015236
186.8513546,0.03437106,0.01259827,1.014955
186.8525517,0.03453768,0.0154595,1.015869
186.8537489,0.03574096,0.01606665,1.011922
186.854946,0.02767683,0.01564031,1.012121
186.8561432,0.03224315,0.01258138,1.016959
186.8573403,0.03614612,0.01578655,1.019242
186.8585375,0.03646808,0.01702893,1.015791
186.8597346,0.03691579,0.01615771,1.015311
186.8609318,0.03441307,0.01978538,1.014807
186.8621289,0.03074582,0.01566954,1.021325
186.8633261,0.03739341,0.01752368,1.018201
186.8645232,0.03935643,0.01578956,1.016237
186.8657204,0.03760524,0.01371598,1.013391
186.8669176,0.03451211,0.01043928,1.017437
186.8681147,0.03781167,0.01437165,1.013373
186.8693119,0.03327724,0.0169701,1.018309
186.870509,0.03609755,0.01233978,1.012478
186.8717062,0.04248498,0.01572181,1.009329
186.8729033,0.03236183,0.01310182,1.012062
186.8741005,0.03248765,0.01481249,1.010072
186.8752976,0.03501768,0.01230672,1.012504
186.8764948,0.03716935,0.01568536,1.014825
186.8776919,0.03782632,0.01435573,1.013372
186.8788891,0.03667737,0.01873962,1.015751
186.8800862,0.03309291,0.01405853,1.015931
186.8812834,0.03774628,0.01874445,1.014749
186.8824805,0.03298062,0.01953769,1.017287
186.8836777,0.03610319,0.01726234,1.008471
186.8848748,0.04453804,0.01514488,1.011733
186.886072,0.0424183,0.02009025,1.010705
186.8872691,0.03303726,0.01622884,1.015888
186.8884663,0.03684775,0.01712441,1.011874
186.8896634,0.03744927,0.01910158,1.011819
186.8908606,0.0325483,0.01817726,1.01586
186.8920577,0.0389985,0.01603417,1.009404
186.8932549,0.03287348,0.01831292,1.011455
186.894452,0.03280504,0.01218726,1.011094
186.8956492,0.03619479,0.01732574,1.012374
186.8968463,0.03654745,0.02083016,1.012782
186.8980435,0.04160206,0.01359035,1.015252
186.8992406,0.04010223,0.009992121,1.012431
186.9004378,0.03728202,0.0146175,1.018262
186.9016349,0.03889534,0.01878191,1.017162
186.9028321,0.03934625,0.0228637,1.013163
186.9040292,0.03577438,0.01595616,1.011435
186.9052264,0.03552295,0.01476543,1.017812
186.9064235,0.03922212,0.01730542,1.020114
186.9076207,0.03611143,0.01672868,1.01727
186.9088178,0.03879277,0.01483501,1.017734
186.910015,0.03754143,0.01529633,1.020683
186.9112121,0.03736525,0.01960063,1.018158
186.9124093,0.03655571,0.02030151,1.021581
186.9136064,0.03482546,0.01712909,1.018757
186.9148036,0.04031385,0.01507267,1.017693
186.9160007,0.03962828,0.01747605,1.019125
186.9171979,0.03763116,0.01694793,1.017229
186.918395,0.03919759,0.01501159,1.016744
186.9195922,0.04247909,0.01733935,1.019548
186.9207832,0.03632227,0.01623645,1.016787
186.9219804,0.037255,0.01229381,1.014892
186.9231775,0.04054039,0.01573711,1.019139
186.9243747,0.03490227,0.01766385,1.013862
186.9255718,0.04357496,0.02118823,1.01505
186.926769,0.03739817,0.02230436,1.013708
186.9279661,0.03859761,0.01907863,1.014722
186.9291633,0.03590235,0.02318279,1.016167
186.9303604,0.03050389,0.01972543,1.0149
186.9315576,0.03611371,0.0238427,1.016637
186.9327547,0.03848798,0.01512915,1.014805
186.9339519,0.03782989,0.02586472,1.017532
186.935149,0.03629028,0.01616729,1.015324
186.9363462,0.03680387,0.01918888,1.012809
186.9375433,0.03399858,0.0193603,1.014337
186.9387405,0.03514183,0.01831877,1.015307
186.9399376,0.03378655,0.01484291,1.018339
186.9411348,0.04160726,0.0228819,1.016527
186.9423319,0.03314999,0.02336136,1.019646
186.9435291,0.03420807,0.02113023,1.01576
186.9447262,0.03946133,0.02172087,1.016601
186.9459234,0.034906,0.01983298,1.01577
186.9471205,0.0357629,0.01581338,1.010461
186.9483177,0.03517635,0.01719357,1.014841
186.9495148,0.03713427,0.02102133,1.018623
186.950712,0.03418253,0.02218438,1.015251
186.9519091,0.0371297,0.02100682,1.018135
186.9531063,0.03488908,0.01817583,1.021663
186.9543034,0.03570893,0.0224369,1.01521
186.9555006,0.03733103,0.0194344,1.015721
186.9566977,0.03491705,0.01867818,1.014328
186.9578949,0.0328882,0.01651716,1.018326
186.959092,0.03559716,0.01625212,1.012408
186.9602892,0.03643654,0.020043,1.015241
186.9614863,0.03648785,0.01562028,1.0124
186.9626835,0.03902819,0.01312721,1.01532
186.9638806,0.0348324,0.01698885,1.017782
186.9650778,0.03770823,0.01687729,1.019181
186.9662749,0.03249491,0.00960493,1.012128
186.9674721,0.03608042,0.01540624,1.013391
186.9686692,0.03579661,0.0141703,1.017816
186.9698664,0.03476645,0.01195951,1.017885
186.9710635,0.03271014,0.01025606,1.01211
186.9722607,0.03217075,0.01439825,1.012527
186.9734578,0.04157981,0.01668379,1.015676
186.974655,0.04305152,0.0191345,1.01608
186.9758521,0.03963716,0.01730881,1.017173
186.9770493,0.03561317,0.01734089,1.013362
186.9782464,0.03503488,0.01425985,1.01295
186.9794436,0.03640324,0.008317629,1.008644
186.9806407,0.03447884,0.01727256,1.011438
186.9818379,0.03497387,0.01644164,1.012907
186.983035,0.03896735,0.01749731,1.016697
186.9842322,0.03642425,0.01391616,1.015853
186.9854293,0.04063558,0.01725763,1.013245
186.9866265,0.03611884,0.01316669,1.011482
186.9878236,0.04057127,0.01559546,1.017674
186.9890208,0.03592148,0.0158568,1.015338
186.9902179,0.03785677,0.01633712,1.014794
186.9914151,0.03347182,0.01619772,1.013924
186.9926122,0.03585739,0.01915173,1.016738
186.9938094,0.03435167,0.01667108,1.01487
186.9950065,0.03076511,0.0202921,1.01537
186.9962037,0.03116062,0.0204926,1.013892
186.9974008,0.03486937,0.01362362,1.01492
186.998598,0.03995439,0.02078671,1.016608
186.9997951,0.03696731,0.0169604,1.015291
187.0009923,0.03290834,0.01423883,1.01593
187.0021894,0.03180964,0.0141957,1.015469
187.0033866,0.03321544,0.01770785,1.014388
187.0045837,0.03796042,0.01751743,1.020627
187.0057809,0.03569482,0.01626818,1.015823
187.006978,0.03825191,0.01874411,1.016201
187.0081752,0.03341725,0.01340054,1.017888
187.0093723,0.03885914,0.02072528,1.016635
187.0105695,0.03652433,0.01669359,1.014819
187.0117666,0.03761397,0.01895094,1.017188
187.0129638,0.03573626,0.01628916,1.017775
187.0141609,0.03854422,0.0221879,1.014171
187.0153581,0.03612509,0.01424374,1.013412
187.0165552,0.03465854,0.01898506,1.012375
187.0177524,0.03622898,0.02040493,1.015727
187.0189495,0.04028113,0.0125751,1.011883
187.0201467,0.03828439,0.01539546,1.013827
187.0213438,0.03925299,0.01370543,1.015791
187.022541,0.03715247,0.01643721,1.013344
187.0237381,0.03207386,0.01981029,1.014861
187.0249353,0.03761087,0.01780039,1.015747
187.0261324,0.03450431,0.01833706,1.014344
187.0273296,0.03564868,0.01729651,1.015315
187.0285267,0.03715945,0.01754344,1.014786
187.0297239,0.03761666,0.0155631,1.01335
187.030921,0.0393383,0.01648054,1.013291
187.0321182,0.0407539,0.02335333,1.016537
187.0333153,0.03523463,0.01483349,1.013422
187.0345125,0.04087424,0.01898653,1.016622
187.0357096,0.03768744,0.01338171,1.013881
187.0369068,0.03789411,0.01628217,1.016747
187.0381039,0.03396387,0.01638695,1.016838
187.0393011,0.03481671,0.01460753,1.013924
187.0404982,0.03763394,0.02051864,1.010809
187.0416954,0.03824921,0.01755585,1.01476
187.0428925,0.03589347,0.01685004,1.015806
187.0440897,0.03300147,0.01917964,1.016316
187.0452868,0.03527291,0.0220343,1.014252
187.046484,0.03656143,0.01553137,1.014841
187.0476811,0.04303634,0.02012734,1.017036
187.0488783,0.04123692,0.01641346,1.019595
187.0500754,0.03852823,0.01603054,1.015272
187.0512726,0.03874604,0.01894076,1.018626
187.0524697,0.04048166,0.01763531,1.016658
187.0536669,0.03960212,0.01827493,1.017154
187.0548641,0.03791561,0.01625778,1.017235
187.0560612,0.0403108,0.01810937,1.019094
187.0572584,0.03562507,0.01448866,1.019766
187.0584555,0.03309014,0.01586946,1.015892
187.0596527,0.03932017,0.01975567,1.016155
187.0608498,0.0367142,0.01723373,1.013826
187.062047,0.02732621,0.01828836,1.015003
187.0632441,0.03318362,0.01418312,1.0086
187.0644413,0.04053126,0.01812202,1.009812
187.0656384,0.04084916,0.0200003,1.016114
187.0668356,0.04084531,0.01663423,1.011787
187.0680327,0.03826438,0.01140754,1.016347
187.0692299,0.03571568,0.01499905,1.014382
187.070427,0.03453619,0.01600985,1.011949
187.0716242,0.0360368,0.01240188,1.015403
187.0728213,0.03701831,0.01457474,1.013384
187.0740185,0.04130788,0.0118996,1.015777
187.0752156,0.03779868,0.01719119,1.012336
187.0764128,0.0356667,0.01828206,1.015782
187.0776099,0.03584803,0.01669309,1.012392
187.0788071,0.04096585,0.01669229,1.016177
187.0800042,0.03546541,0.01984823,1.018197
187.0812014,0.03672739,0.01492738,1.010454
187.0823985,0.03428217,0.01973575,1.014321
187.0835957,0.03627981,0.01306952,1.016849
187.0847928,0.03848451,0.01699533,1.0133
187.08599,0.03612464,0.01517473,1.012904
187.0871871,0.03303555,0.01796231,1.014874
187.0883843,0.03147716,0.01542658,1.010568
187.0895814,0.03356583,0.01603588,1.016365
187.0907786,0.04022956,0.02128037,1.018055
187.0919757,0.03817755,0.01350631,1.014354
187.0931729,0.04028248,0.01573796,1.013771
187.09437,0.03442607,0.01202165,1.011055
187.0955672,0.03280511,0.01229448,1.016458
187.0967643,0.03581721,0.01887258,1.013326
187.0979615,0.03561923,0.01436534,1.017815
187.0991586,0.0353278,0.01362672,1.013931
187.1003558,0.03630982,0.01195334,1.016382
187.1015529,0.03372808,0.01776385,1.015838
187.1027501,0.03680492,0.01608177,1.014823
187.1039472,0.03638085,0.01362133,1.012441
187.1051444,0.03234998,0.01090775,1.014055
187.1063415,0.03120174,0.01529715,1.016924
187.1075387,0.03414889,0.01573602,1.01294
187.1087358,0.03689242,0.01390662,1.015841
187.109933,0.03420654,0.01577846,1.015378
187.1111301,0.03705919,0.019496,1.011331
187.1123273,0.04044027,0.01856314,1.014687
187.1135244,0.03641094,0.01250645,1.012462
187.1147216,0.03565644,0.01709211,1.013853
187.1159187,0.03561963,0.0120986,1.015419
187.1171159,0.03179205,0.01389364,1.012544
187.118313,0.03534582,0.01583634,1.017303
187.1195102,0.03630047,0.01574604,1.011424
187.1207073,0.03714316,0.01458283,1.017774
187.1219045,0.03354149,0.0170686,1.016345
187.1231016,0.03369688,0.01881001,1.015818
187.1242988,0.03362885,0.01874903,1.012891
187.1254959,0.03889628,0.01937529,1.014707
187.1266931,0.0353189,0.02187745,1.014254
187.1278902,0.03284266,0.01499189,1.012009
187.1290874,0.03479651,0.01660199,1.013395
187.1302845,0.03677592,0.01488473,1.011917
187.1314817,0.03532413,0.01579744,1.016328
187.1326788,0.03521379,0.01793958,1.014335
187.133876,0.03773913,0.01542759,1.016278
187.1350731,0.03570838,0.01486644,1.01292
187.1362703,0.03736259,0.01300183,1.015847
187.1374674,0.03637107,0.01081833,1.017379
187.1386646,0.03619682,0.0151375,1.015344
187.1398617,0.03908541,0.02000497,1.014202
187.1410589,0.03852814,0.01804317,1.015719
187.142256,0.03469521,0.01599536,1.017315
187.1434532,0.03578851,0.01155548,1.012007
187.1446503,0.03198181,0.01561116,1.012993
187.1458475,0.02898669,0.01511461,1.015027
187.1470446,0.03368812,0.01651422,1.012446
187.1482418,0.03717462,0.01616251,1.011882
187.1494389,0.03525268,0.01730387,1.006047
187.1506361,0.03978652,0.01422451,1.009418
187.1518332,0.03907716,0.01388908,1.015789
187.1530304,0.03757805,0.01476376,1.018248
187.1542275,0.03458427,0.01924191,1.017253
187.1554247,0.03609082,0.01947008,1.016236
187.1566218,0.03228594,0.01905657,1.01194
187.157819,0.03140209,0.01358797,1.013535
187.1590161,0.04016472,0.01611082,1.017671
187.1602133,0.03575773,0.02202516,1.014241
187.1614104,0.03701682,0.01996317,1.018646
187.1626076,0.03490295,0.01548444,1.016344
187.1638047,0.03182091,0.02212405,1.014332
187.1650019,0.03685341,0.01646448,1.007978
187.166199,0.03969017,0.0196783,1.011753
187.1673962,0.04430332,0.01331797,1.0147
187.1685933,0.04833886,0.01826657,1.015971
187.1697905,0.03750776,0.01080698,1.019793
187.1709876,0.03664799,0.01530992,1.016794
187.1721848,0.0317582,0.0193141,1.017318
187.1733819,0.02967637,0.02206288,1.015849
187.1745791,0.03501128,0.01826114,1.014821
187.1757762,0.03611541,0.01942233,1.016725
187.1769734,0.03784124,0.01092157,1.0149
187.1781705,0.04523783,0.01492441,1.018551
187.1793677,0.04019717,0.01498482,1.018181
187.1805648,0.03626006,0.01781328,1.012359
187.181762,0.0364131,0.02338991,1.007363
187.1829591,0.03249992,0.0218959,1.015297
187.1841563,0.03253732,0.01632738,1.010036
187.1853534,0.04032778,0.01444837,1.013794
187.1865506,0.04049001,0.01844019,1.016641
187.1877477,0.03676805,0.01921299,1.017202
187.1889449,0.039479,0.01512351,1.016243
187.1901421,0.03747359,0.0157006,1.015302
187.1913392,0.03885585,0.01806725,1.011805
187.1925364,0.03892512,0.01812516,1.014731
187.1937335,0.03735212,0.01284248,1.015361
187.1949307,0.03537165,0.01455823,1.016839
187.1961278,0.04003538,0.01705276,1.014238
187.197325,0.03975994,0.01247901,1.015311
187.1985221,0.03574524,0.01362984,1.013431
187.1997193,0.03704377,0.01321309,1.012432
187.2009164,0.03452203,0.01794071,1.012886
187.2021136,0.03631759,0.01669344,1.013356
187.2033107,0.03429158,0.02058939,1.01528
187.2045079,0.03403726,0.02099984,1.014302
187.205705,0.03679148,0.01359479,1.010965
187.2069022,0.0421022,0.01922845,1.011705
187.2080993,0.03805071,0.01873635,1.015228
187.2092965,0.03440941,0.01957571,1.019204
187.2104936,0.0355054,0.01401212,1.012452
187.2116908,0.03642941,0.01837767,1.010879
187.2128879,0.03501977,0.02044004,1.018195
187.2140851,0.03639244,0.01561333,1.014841
187.2152822,0.03778433,0.02023458,1.014716
187.2164794,0.03677782,0.01530448,1.021184
187.2176765,0.03406702,0.01603402,1.018305
187.2188737,0.03248768,0.01460285,1.014465
187.2200708,0.03839212,0.0161296,1.016736
187.221268,0.03577859,0.01359462,1.013918
187.2224651,0.04101061,0.01419404,1.014271
187.2236623,0.03766013,0.0151483,1.012379
187.2248594,0.03702188,0.01536337,1.013366
187.2260566,0.03266184,0.01635228,1.014914
187.2272537,0.03180958,0.01477379,1.013989
187.2284509,0.03833183,0.01718914,1.01574
187.229648,0.03051092,0.01518697,1.014988
187.2308452,0.03731014,0.00888815,1.017393
187.2320423,0.03632005,0.01998716,1.017197
187.2332395,0.03382966,0.01419959,1.015417
187.2344366,0.03437864,0.01725793,1.014856
187.2356338,0.03539972,0.01723301,1.011903
187.2368309,0.03765784,0.01624411,1.013822
187.2380281,0.03356233,0.01571219,1.015394
187.2392252,0.03743777,0.0166807,1.014306
187.2404224,0.03509038,0.02206755,1.014256
187.2416195,0.03050675,0.01789183,1.009076
187.2428167,0.03133575,0.01336028,1.01061
187.2440138,0.03975957,0.01734903,1.011797
187.245211,0.03220522,0.01494742,1.012511
187.2464081,0.03533453,0.01554832,1.016332
187.2476053,0.03681974,0.01578371,1.014827
187.2488024,0.03393036,0.0169895,1.014383
187.2499996,0.03401119,0.01705668,1.017798
187.2511967,0.03692264,0.01747266,1.01235
187.2523939,0.03289537,0.01587815,1.015406
187.253591,0.0321621,0.0121596,1.016473
187.2547882,0.03621463,0.01601196,1.017278
187.2559853,0.03337262,0.01502069,1.0159
187.2571825,0.03110995,0.01376818,1.011096
187.2583796,0.03647749,0.01224215,1.014416
187.2595768,0.03292134,0.01700157,1.017825
187.2607739,0.03500513,0.01474813,1.010984
187.2619711,0.02896634,0.008753751,1.015639
187.2631682,0.04374697,0.01726782,1.014634
187.2643654,0.03955562,0.01392134,1.017728
187.2655625,0.03192355,0.01256645,1.016471
187.2667597,0.03591982,0.01860983,1.017722
187.2679568,0.02683499,0.01369306,1.015104
187.269154,0.04003939,0.01804279,1.015683
187.2703511,0.03787669,0.01575707,1.013826
